target_id,label,period,epoch,duration,mission
10797460,CP,9.48803557,170.53875,0.12322916666666667,Kepler
10811496,PC,19.89913995,175.850252,0.07425833333333333,Kepler
10848459,FP,1.736952453,170.307565,0.10026708333333334,Kepler
10854555,CP,2.525591777,171.59555,0.0689375,Kepler
10872983,CP,11.09432054,171.20116,0.1914375,Kepler
6721123,FP,7.36178958,132.25053,0.20925000000000002,Kepler
10910878,CP,16.06864674,173.621937,0.14727916666666666,Kepler
11446443,CP,2.470613377,122.763305,0.07263291666666667,Kepler
10666592,CP,2.204735417,121.3585417,0.16202666666666668,Kepler
6922244,CP,3.522498429,121.1194228,0.13326791666666668,Kepler
10984090,CP,3.709214104,133.98318,0.10959166666666666,Kepler
10419211,FP,11.521446064,170.839688,0.1516625,Kepler
10464078,FP,19.40393776,172.484253,0.5089791666666666,Kepler
10480982,FP,19.221388942,184.5521637,0.19993458333333333,Kepler
10485250,FP,16.46983774,180.881761,0.39324166666666666,Kepler
10526549,CP,9.27358173,173.258155,0.13697916666666668,Kepler
10583066,CP,6.02930329,171.602959,0.06592083333333333,Kepler
10583180,FP,2.696370652,170.73769,0.1505375,Kepler
10601284,CP,5.349553819,171.80694,0.12615833333333334,Kepler
2306756,FP,386.6030528,166.342079,0.2835708333333333,Kepler
10662202,CP,21.67699193,171.53594,0.14397916666666666,Kepler
10682541,CP,4.99677968,171.74208,0.0904875,Kepler
11460018,CP,4.280963604,171.89659,0.11979166666666667,Kepler
11463211,FP,1.50635409,170.998064,0.06314583333333333,Kepler
11465813,FP,670.645531,209.04355,2.2255,Kepler
11493732,FP,61.2563628,173.83826,0.31804166666666667,Kepler
11507101,CP,38.3775486,172.82048,0.23283333333333334,Kepler
10987985,CP,16.01308419,176.3608,0.13564166666666666,Kepler
11018648,CP,32.62876672,194.1019,0.1998791666666667,Kepler
11138155,CP,4.959319244,172.2585292,0.09280791666666667,Kepler
11152159,FP,2.701287801,170.69579,0.14094583333333333,Kepler
11153539,CP,4.49876511,171.34905,0.155675,Kepler
11242721,FP,19.651209505,179.401981,0.21880833333333335,Kepler
9579641,CP,5.412203927,133.143089,0.1228,Kepler
11304958,CP,41.43958662,208.93203,0.44162083333333335,Kepler
11391957,CP,8.35389523,171.63257,0.09380833333333333,Kepler
11403044,CP,4.125543472,169.752585,0.13226666666666667,Kepler
11414511,CP,2.816504904,170.9676846,0.10441125,Kepler
11442465,FP,33.93373447,186.67608,0.6067083333333333,Kepler
12110942,CP,3.689920099,170.36571,0.11065416666666666,Kepler
12366084,CP,4.431238488,171.015,0.13125,Kepler
12404086,CP,26.39432897,176.05459,0.148875,Kepler
8395660,CP,13.57078281,136.279194,0.13974583333333332,Kepler
11656840,FP,7.442652004,169.9717797,0.09615833333333333,Kepler
11754553,CP,16.38489988,172.72782,0.1260375,Kepler
11812062,CP,3.728732147,171.793255,0.11179166666666666,Kepler
11818800,PC,40.4195037,173.56469,0.14008333333333334,Kepler
11853255,CP,2.243380573,170.679233,0.04665,Kepler
11909839,FP,10.405998015,177.197466,0.2709833333333333,Kepler
11918099,CP,2.337437946,171.761982,0.08325833333333334,Kepler
11923270,CP,11.59822233,180.395376,0.10515416666666666,Kepler
11960862,CP,6.575315881,173.634044,0.17951666666666666,Kepler
12020329,CP,7.275040844,169.994217,0.31407083333333335,Kepler
12066335,CP,19.27153892,186.77093,0.114975,Kepler
12070811,CP,12.3935651,178.74725,0.16206666666666666,Kepler
3120431,FP,3.341913228,171.63943,0.15887500000000002,Kepler
3246984,FP,1.626630225,169.820171,0.08810416666666666,Kepler
3342970,CP,2.711504086,170.03417,0.1254125,Kepler
12459725,FP,14.1798187,171.50237,0.104375,Kepler
12470844,CP,8.47237911,174.16212,0.11352083333333333,Kepler
12644822,CP,12.611904345,180.892284,0.21457083333333335,Kepler
2440757,FP,1.433769925,170.403536,0.07861666666666667,Kepler
2445129,FP,10.31872301,173.31543,0.15983333333333333,Kepler
2713049,CP,2.539183147,169.67494,0.101175,Kepler
3114167,CP,6.770300385,170.57662,0.08685,Kepler
3114661,FP,0.444291966,169.865406,0.08663333333333334,Kepler
3115833,PC,10.181584004,177.141891,0.14620416666666666,Kepler
4139816,CP,20.06036336,147.46554,0.13834583333333333,Kepler
4275191,CP,3.895936525,170.527552,0.09629583333333334,Kepler
4476123,CP,22.36646466,175.45862,0.21783333333333332,Kepler
3351888,CP,1.625522174,170.8266564,0.09956791666666666,Kepler
3453214,PC,19.620346923,181.881819,0.08349166666666667,Kepler
3554600,FP,7.544039,171.7982,0.25925000000000004,Kepler
3641726,CP,9.02930689,177.20422,0.1310375,Kepler
3734868,FP,10.328035714,174.581054,0.32464583333333336,Kepler
3832474,CP,143.2063047,154.23552,0.37209166666666665,Kepler
3836375,FP,1.540397253,170.50479,0.08975416666666668,Kepler
3838486,FP,2.99025443,171.9834,0.22558333333333333,Kepler
3935914,CP,1.594745374,170.6483505,0.08168333333333333,Kepler
3940418,CP,4.783002698,170.508434,0.09729166666666667,Kepler
4049131,CP,20.50588921,181.43428,0.16914583333333333,Kepler
5287983,FP,2.507089906,171.002455,0.08361249999999999,Kepler
5358241,CP,18.64932728,174.771,0.18356666666666666,Kepler
10875245,CP,4.90144976,138.60548,0.17355833333333334,Kepler
5358624,CP,3.525632539,170.0479951,0.10831625,Kepler
4544670,PC,34.84398644,172.633252,0.12214583333333334,Kepler
4664847,CP,7.748094239,174.997206,0.14982083333333332,Kepler
4725681,CP,23.96793669,186.22182,0.15945833333333334,Kepler
4913852,CP,8.11437482,176.33968,0.09473333333333334,Kepler
4932348,FP,38.036729482,196.934947,0.18109041666666667,Kepler
4936180,PC,4.64090031,173.64638,1.4796666666666667,Kepler
11913073,FP,3.747838198,171.66504,0.21100833333333333,Kepler
5021899,CP,21.81295996,174.01085,0.1824625,Kepler
5077629,FP,7.91936937,172.181092,0.13811666666666667,Kepler
5115978,PC,1.028436523,170.228582,0.077525,Kepler
5164255,CP,15.37562369,173.61402,0.13820416666666666,Kepler
5252423,CP,8.10363271,176.9486,0.13170833333333334,Kepler
5272878,CP,6.365839713,171.13575,0.1238375,Kepler
5283542,FP,5.97581754,174.77602,0.12770833333333334,Kepler
5649215,FP,2.446737317,170.66951,0.19671249999999998,Kepler
5651104,CP,3.04033046,169.9490106,0.0767125,Kepler
5792202,CP,15.33528675,174.00278,0.162375,Kepler
5370302,FP,3.9043425,173.393734,0.159625,Kepler
5372966,FP,9.286358079,171.8214689,0.14581208333333334,Kepler
5376067,FP,3.951405455,173.276125,0.09109166666666667,Kepler
5436502,CP,23.65369415,171.376107,0.3424291666666666,Kepler
5456651,CP,11.76307164,180.93613,0.12115,Kepler
5481416,FP,2.384052875,171.58362,0.128825,Kepler
5531576,CP,7.953547,174.66224,0.10963333333333335,Kepler
